job_kind,scope,protocol,seed,backbone,id_size,id_set_id,id_set,ood_set,method,variant,job_id,n,id_n,ood_n,AUROC,FPR95,AUPR_IN,AUPR_OUT,DetectionError,OSCR,AUOSC,score_mean_id,score_std_id,score_mean_ood,score_std_ood
cleaned_fold_suite,fair,fair,1,dinov2_vitb14,2,14,leopard|ocelot,cheetah|jaguar|lion|puma|serval|tiger,ashb,main,53834ea0702667b22ce515c14e7d568c936c42c8,17626,3929,13697,0.8738335171124354,0.7771044754325764,0.7435285636248004,0.9344738947891774,0.17710946098386166,0.8738334056204203,0.8738334056204203,12.85464601282552,4.135636877932657,5.840624969314343,3.834905249346699
cleaned_fold_suite,fair,fair,0,dinov2_vitb14,2,0,cheetah|jaguar,leopard|lion|ocelot|puma|serval|tiger,ashb,main,90331dac9da70714f41e807d39e4fab0f1a963e5,17608,3670,13938,0.8508648850905703,0.8656191706127134,0.7304547234236181,0.9259497764987636,0.193706578334649,0.8508651196833934,0.8508651196833934,12.404770422998883,4.479319649822546,5.902925352992826,3.5377508241079316
cleaned_fold_suite,fair,fair,1,dinov2_vitl14,2,14,leopard|ocelot,cheetah|jaguar|lion|puma|serval|tiger,ashb,main,5708a060555a3b8acf75a840c12d5628ac703b24,17626,3929,13697,0.9054528756420106,0.5626049499890486,0.793666830428054,0.959066711347604,0.15023036201475956,0.9054494472625393,0.9054494472625393,12.94908666598726,3.659522676846036,4.9498121755311395,3.967240596744038
cleaned_fold_suite,fair,fair,0,dinov2_vitl14,2,0,cheetah|jaguar,leopard|lion|ocelot|puma|serval|tiger,ashb,main,8ba5dc970d81caa210f9020a051d3f9978dc8207,17608,3670,13938,0.9012769669337506,0.6023819773281676,0.7996053315388114,0.9606012027610433,0.1576896790496488,0.9012778075580334,0.9012778075580334,13.023259208078887,4.07610963126069,5.121965498242384,3.724452839581786
cleaned_fold_suite,fair,fair,1,dinov2_vitb14,2,14,leopard|ocelot,cheetah|jaguar|lion|puma|serval|tiger,ashp,main,99756e823f34b5ca78554f44c2b2c25accfd1d34,17626,3929,13697,0.8736927770250932,0.7716288238300357,0.7425174723908183,0.9341408198087922,0.17783752242592205,0.8736927026970829,0.8736927026970829,13.227008412696444,4.250476988642321,6.0101737978676955,3.9607655005897975
cleaned_fold_suite,fair,fair,0,dinov2_vitb14,2,0,cheetah|jaguar,leopard|lion|ocelot|puma|serval|tiger,ashp,main,384bba634dccd561329af5df75c386e50113bcf9,17608,3670,13938,0.8525295557633005,0.8649734538671259,0.734681158207465,0.9265869318657625,0.19280327866929567,0.8525286858149148,0.8525286858149148,12.853851019137043,4.657061692385327,6.055631026473641,3.6525999845358528
cleaned_fold_suite,fair,fair,1,dinov2_vitl14,2,14,leopard|ocelot,cheetah|jaguar|lion|puma|serval|tiger,ashp,main,6380d67d7f6ba3c3e3af9e8754c41649ea594982,17626,3929,13697,0.9069951446899708,0.5505585164634591,0.7987394230485023,0.960509139872461,0.15055991383005118,0.9069950424889566,0.9069950424889566,13.365019258286852,3.7440346025823117,5.116742375894278,4.094068312197961
cleaned_fold_suite,fair,fair,0,dinov2_vitl14,2,0,cheetah|jaguar,leopard|lion|ocelot|puma|serval|tiger,ashp,main,7466b2268a4b331ac1355ab7ad18135b243ff529,17608,3670,13938,0.9026947286601662,0.5977184674989238,0.8034768235970996,0.9617409760256155,0.15722979891876168,0.9026927346211696,0.9026927346211696,13.480444786038195,4.219509231363184,5.288075494429619,3.8350970792553616
cleaned_fold_suite,fair,fair,1,dinov2_vitb14,2,14,leopard|ocelot,cheetah|jaguar|lion|puma|serval|tiger,ashs,main,ccf0b1b8066870c8a7fee35fb5122d427904352f,17626,3929,13697,0.8689054957071579,0.775060232167628,0.6969834150555615,0.932972208263364,0.1790213818086246,0.8689049568290839,0.8689049568290839,14.12947810715899,4.579192067040241,6.450258703560801,4.304569380805698
cleaned_fold_suite,fair,fair,0,dinov2_vitb14,2,0,cheetah|jaguar,leopard|lion|ocelot|puma|serval|tiger,ashs,main,17c371fb7cad3aa7d0d4e74c8ae8179902ce4c72,17608,3670,13938,0.851799717941229,0.8740134883053523,0.725647743683306,0.9259995562413653,0.19244984503189094,0.8518000502810618,0.8518000502810618,13.829200718091576,5.071487013100609,6.4850768002308765,3.917274465828615
